state,date,division,index,year,month,division_label
Johor,2010-01-01,01,98.9,2010,1,Food & Non-Alcoholic Beverages
Johor,2010-02-01,01,98.9,2010,2,Food & Non-Alcoholic Beverages
Johor,2010-03-01,01,99.0,2010,3,Food & Non-Alcoholic Beverages
Johor,2010-04-01,01,99.1,2010,4,Food & Non-Alcoholic Beverages
Johor,2010-05-01,01,99.4,2010,5,Food & Non-Alcoholic Beverages
Johor,2010-06-01,01,100.1,2010,6,Food & Non-Alcoholic Beverages
Johor,2010-07-01,01,100.5,2010,7,Food & Non-Alcoholic Beverages
Johor,2010-08-01,01,100.7,2010,8,Food & Non-Alcoholic Beverages
Johor,2010-09-01,01,100.5,2010,9,Food & Non-Alcoholic Beverages
Johor,2010-10-01,01,100.5,2010,10,Food & Non-Alcoholic Beverages
Johor,2010-11-01,01,101.1,2010,11,Food & Non-Alcoholic Beverages
Johor,2010-12-01,01,101.2,2010,12,Food & Non-Alcoholic Beverages
Johor,2011-01-01,01,102.5,2011,1,Food & Non-Alcoholic Beverages
Johor,2011-02-01,01,104.1,2011,2,Food & Non-Alcoholic Beverages
Johor,2011-03-01,01,103.7,2011,3,Food & Non-Alcoholic Beverages
Johor,2011-04-01,01,103.8,2011,4,Food & Non-Alcoholic Beverages
Johor,2011-05-01,01,103.9,2011,5,Food & Non-Alcoholic Beverages
Johor,2011-06-01,01,105.5,2011,6,Food & Non-Alcoholic Beverages
Johor,2011-07-01,01,106.0,2011,7,Food & Non-Alcoholic Beverages
Johor,2011-08-01,01,105.7,2011,8,Food & Non-Alcoholic Beverages
Johor,2011-09-01,01,106.4,2011,9,Food & Non-Alcoholic Beverages
Johor,2011-10-01,01,107.4,2011,10,Food & Non-Alcoholic Beverages
Johor,2011-11-01,01,107.0,2011,11,Food & Non-Alcoholic Beverages
Johor,2011-12-01,01,107.6,2011,12,Food & Non-Alcoholic Beverages
Johor,2012-01-01,01,109.5,2012,1,Food & Non-Alcoholic Beverages
Johor,2012-02-01,01,107.5,2012,2,Food & Non-Alcoholic Beverages
Johor,2012-03-01,01,107.2,2012,3,Food & Non-Alcoholic Beverages
Johor,2012-04-01,01,106.9,2012,4,Food & Non-Alcoholic Beverages
Johor,2012-05-01,01,107.9,2012,5,Food & Non-Alcoholic Beverages
Johor,2012-06-01,01,108.5,2012,6,Food & Non-Alcoholic Beverages
Johor,2012-07-01,01,108.8,2012,7,Food & Non-Alcoholic Beverages
Johor,2012-08-01,01,109.1,2012,8,Food & Non-Alcoholic Beverages
Johor,2012-09-01,01,109.3,2012,9,Food & Non-Alcoholic Beverages
Johor,2012-10-01,01,109.4,2012,10,Food & Non-Alcoholic Beverages
Johor,2012-11-01,01,109.5,2012,11,Food & Non-Alcoholic Beverages
Johor,2012-12-01,01,110.0,2012,12,Food & Non-Alcoholic Beverages
Johor,2013-01-01,01,111.7,2013,1,Food & Non-Alcoholic Beverages
Johor,2013-02-01,01,112.2,2013,2,Food & Non-Alcoholic Beverages
Johor,2013-03-01,01,111.7,2013,3,Food & Non-Alcoholic Beverages
Johor,2013-04-01,01,111.4,2013,4,Food & Non-Alcoholic Beverages
Johor,2013-05-01,01,112.1,2013,5,Food & Non-Alcoholic Beverages
Johor,2013-06-01,01,112.5,2013,6,Food & Non-Alcoholic Beverages
Johor,2013-07-01,01,113.2,2013,7,Food & Non-Alcoholic Beverages
Johor,2013-08-01,01,113.5,2013,8,Food & Non-Alcoholic Beverages
Johor,2013-09-01,01,113.7,2013,9,Food & Non-Alcoholic Beverages
Johor,2013-10-01,01,113.8,2013,10,Food & Non-Alcoholic Beverages
Johor,2013-11-01,01,114.0,2013,11,Food & Non-Alcoholic Beverages
Johor,2013-12-01,01,115.6,2013,12,Food & Non-Alcoholic Beverages
Johor,2014-01-01,01,116.1,2014,1,Food & Non-Alcoholic Beverages
Johor,2014-02-01,01,116.0,2014,2,Food & Non-Alcoholic Beverages
Johor,2014-03-01,01,116.2,2014,3,Food & Non-Alcoholic Beverages
Johor,2014-04-01,01,116.2,2014,4,Food & Non-Alcoholic Beverages
Johor,2014-05-01,01,115.9,2014,5,Food & Non-Alcoholic Beverages
Johor,2014-06-01,01,116.7,2014,6,Food & Non-Alcoholic Beverages
Johor,2014-07-01,01,117.3,2014,7,Food & Non-Alcoholic Beverages
Johor,2014-08-01,01,117.5,2014,8,Food & Non-Alcoholic Beverages
Johor,2014-09-01,01,117.7,2014,9,Food & Non-Alcoholic Beverages
Johor,2014-10-01,01,117.2,2014,10,Food & Non-Alcoholic Beverages
Johor,2014-11-01,01,117.7,2014,11,Food & Non-Alcoholic Beverages
Johor,2014-12-01,01,118.2,2014,12,Food & Non-Alcoholic Beverages
Johor,2015-01-01,01,120.3,2015,1,Food & Non-Alcoholic Beverages
Johor,2015-02-01,01,119.7,2015,2,Food & Non-Alcoholic Beverages
Johor,2015-03-01,01,119.4,2015,3,Food & Non-Alcoholic Beverages
Johor,2015-04-01,01,120.6,2015,4,Food & Non-Alcoholic Beverages
Johor,2015-05-01,01,121.4,2015,5,Food & Non-Alcoholic Beverages
Johor,2015-06-01,01,122.3,2015,6,Food & Non-Alcoholic Beverages
Johor,2015-07-01,01,122.9,2015,7,Food & Non-Alcoholic Beverages
Johor,2015-08-01,01,123.9,2015,8,Food & Non-Alcoholic Beverages
Johor,2015-09-01,01,124.4,2015,9,Food & Non-Alcoholic Beverages
Johor,2015-10-01,01,124.2,2015,10,Food & Non-Alcoholic Beverages
Johor,2015-11-01,01,123.8,2015,11,Food & Non-Alcoholic Beverages
Johor,2015-12-01,01,125.1,2015,12,Food & Non-Alcoholic Beverages
Johor,2016-01-01,01,126.3,2016,1,Food & Non-Alcoholic Beverages
Johor,2016-02-01,01,127.1,2016,2,Food & Non-Alcoholic Beverages
Johor,2016-03-01,01,127.3,2016,3,Food & Non-Alcoholic Beverages
Johor,2016-04-01,01,127.2,2016,4,Food & Non-Alcoholic Beverages
Johor,2016-05-01,01,127.5,2016,5,Food & Non-Alcoholic Beverages
Johor,2016-06-01,01,128.5,2016,6,Food & Non-Alcoholic Beverages
Johor,2016-07-01,01,129.0,2016,7,Food & Non-Alcoholic Beverages
Johor,2016-08-01,01,129.6,2016,8,Food & Non-Alcoholic Beverages
Johor,2016-09-01,01,129.1,2016,9,Food & Non-Alcoholic Beverages
Johor,2016-10-01,01,128.3,2016,10,Food & Non-Alcoholic Beverages
Johor,2016-11-01,01,129.3,2016,11,Food & Non-Alcoholic Beverages
Johor,2016-12-01,01,130.5,2016,12,Food & Non-Alcoholic Beverages
Johor,2017-01-01,01,132.1,2017,1,Food & Non-Alcoholic Beverages
Johor,2017-02-01,01,133.2,2017,2,Food & Non-Alcoholic Beverages
Johor,2017-03-01,01,132.4,2017,3,Food & Non-Alcoholic Beverages
Johor,2017-04-01,01,132.8,2017,4,Food & Non-Alcoholic Beverages
Johor,2017-05-01,01,133.3,2017,5,Food & Non-Alcoholic Beverages
Johor,2017-06-01,01,134.5,2017,6,Food & Non-Alcoholic Beverages
Johor,2017-07-01,01,134.9,2017,7,Food & Non-Alcoholic Beverages
Johor,2017-08-01,01,135.5,2017,8,Food & Non-Alcoholic Beverages
Johor,2017-09-01,01,135.3,2017,9,Food & Non-Alcoholic Beverages
Johor,2017-10-01,01,134.9,2017,10,Food & Non-Alcoholic Beverages
Johor,2017-11-01,01,135.4,2017,11,Food & Non-Alcoholic Beverages
Johor,2017-12-01,01,136.4,2017,12,Food & Non-Alcoholic Beverages
Johor,2018-01-01,01,137.4,2018,1,Food & Non-Alcoholic Beverages
Johor,2018-02-01,01,138.0,2018,2,Food & Non-Alcoholic Beverages
Johor,2018-03-01,01,136.9,2018,3,Food & Non-Alcoholic Beverages
Johor,2018-04-01,01,136.2,2018,4,Food & Non-Alcoholic Beverages
Johor,2018-05-01,01,136.4,2018,5,Food & Non-Alcoholic Beverages
Johor,2018-06-01,01,135.3,2018,6,Food & Non-Alcoholic Beverages
Johor,2018-07-01,01,135.8,2018,7,Food & Non-Alcoholic Beverages
Johor,2018-08-01,01,136.0,2018,8,Food & Non-Alcoholic Beverages
Johor,2018-09-01,01,135.8,2018,9,Food & Non-Alcoholic Beverages
Johor,2018-10-01,01,136.2,2018,10,Food & Non-Alcoholic Beverages
Johor,2018-11-01,01,136.7,2018,11,Food & Non-Alcoholic Beverages
Johor,2018-12-01,01,137.0,2018,12,Food & Non-Alcoholic Beverages
Johor,2019-01-01,01,138.9,2019,1,Food & Non-Alcoholic Beverages
Johor,2019-02-01,01,139.1,2019,2,Food & Non-Alcoholic Beverages
Johor,2019-03-01,01,138.1,2019,3,Food & Non-Alcoholic Beverages
Johor,2019-04-01,01,137.8,2019,4,Food & Non-Alcoholic Beverages
Johor,2019-05-01,01,138.8,2019,5,Food & Non-Alcoholic Beverages
Johor,2019-06-01,01,138.9,2019,6,Food & Non-Alcoholic Beverages
Johor,2019-07-01,01,139.5,2019,7,Food & Non-Alcoholic Beverages
Johor,2019-08-01,01,139.3,2019,8,Food & Non-Alcoholic Beverages
Johor,2019-09-01,01,139.3,2019,9,Food & Non-Alcoholic Beverages
Johor,2019-10-01,01,139.6,2019,10,Food & Non-Alcoholic Beverages
Johor,2019-11-01,01,139.2,2019,11,Food & Non-Alcoholic Beverages
Johor,2019-12-01,01,140.4,2019,12,Food & Non-Alcoholic Beverages
Johor,2020-01-01,01,140.7,2020,1,Food & Non-Alcoholic Beverages
Johor,2020-02-01,01,140.9,2020,2,Food & Non-Alcoholic Beverages
Johor,2020-03-01,01,140.6,2020,3,Food & Non-Alcoholic Beverages
Johor,2020-04-01,01,140.2,2020,4,Food & Non-Alcoholic Beverages
Johor,2020-05-01,01,140.6,2020,5,Food & Non-Alcoholic Beverages
Johor,2020-06-01,01,141.7,2020,6,Food & Non-Alcoholic Beverages
Johor,2020-07-01,01,141.7,2020,7,Food & Non-Alcoholic Beverages
Johor,2020-08-01,01,141.6,2020,8,Food & Non-Alcoholic Beverages
Johor,2020-09-01,01,141.4,2020,9,Food & Non-Alcoholic Beverages
Johor,2020-10-01,01,141.5,2020,10,Food & Non-Alcoholic Beverages
Johor,2020-11-01,01,141.6,2020,11,Food & Non-Alcoholic Beverages
Johor,2020-12-01,01,141.8,2020,12,Food & Non-Alcoholic Beverages
Johor,2021-01-01,01,142.3,2021,1,Food & Non-Alcoholic Beverages
Johor,2021-02-01,01,142.6,2021,2,Food & Non-Alcoholic Beverages
Johor,2021-03-01,01,142.6,2021,3,Food & Non-Alcoholic Beverages
Johor,2021-04-01,01,143.2,2021,4,Food & Non-Alcoholic Beverages
Johor,2021-05-01,01,142.8,2021,5,Food & Non-Alcoholic Beverages
Johor,2021-06-01,01,143.3,2021,6,Food & Non-Alcoholic Beverages
Johor,2021-07-01,01,143.2,2021,7,Food & Non-Alcoholic Beverages
Johor,2021-08-01,01,143.2,2021,8,Food & Non-Alcoholic Beverages
Johor,2021-09-01,01,144.5,2021,9,Food & Non-Alcoholic Beverages
Johor,2021-10-01,01,144.6,2021,10,Food & Non-Alcoholic Beverages
Johor,2021-11-01,01,145.6,2021,11,Food & Non-Alcoholic Beverages
Johor,2021-12-01,01,147.1,2021,12,Food & Non-Alcoholic Beverages
Johor,2022-01-01,01,148.0,2022,1,Food & Non-Alcoholic Beverages
Johor,2022-02-01,01,147.9,2022,2,Food & Non-Alcoholic Beverages
Johor,2022-03-01,01,148.6,2022,3,Food & Non-Alcoholic Beverages
Johor,2022-04-01,01,149.2,2022,4,Food & Non-Alcoholic Beverages
Johor,2022-05-01,01,151.3,2022,5,Food & Non-Alcoholic Beverages
Johor,2022-06-01,01,153.7,2022,6,Food & Non-Alcoholic Beverages
Johor,2022-07-01,01,154.2,2022,7,Food & Non-Alcoholic Beverages
Johor,2022-08-01,01,154.4,2022,8,Food & Non-Alcoholic Beverages
Johor,2022-09-01,01,154.8,2022,9,Food & Non-Alcoholic Beverages
Johor,2022-10-01,01,155.1,2022,10,Food & Non-Alcoholic Beverages
Johor,2022-11-01,01,156.6,2022,11,Food & Non-Alcoholic Beverages
Johor,2022-12-01,01,157.2,2022,12,Food & Non-Alcoholic Beverages
Johor,2023-01-01,01,158.0,2023,1,Food & Non-Alcoholic Beverages
Johor,2023-02-01,01,159.0,2023,2,Food & Non-Alcoholic Beverages
Johor,2023-03-01,01,158.9,2023,3,Food & Non-Alcoholic Beverages
Johor,2023-04-01,01,158.3,2023,4,Food & Non-Alcoholic Beverages
Johor,2023-05-01,01,159.0,2023,5,Food & Non-Alcoholic Beverages
Johor,2023-06-01,01,159.0,2023,6,Food & Non-Alcoholic Beverages
Johor,2023-07-01,01,159.5,2023,7,Food & Non-Alcoholic Beverages
Johor,2023-08-01,01,159.6,2023,8,Food & Non-Alcoholic Beverages
Johor,2023-09-01,01,159.7,2023,9,Food & Non-Alcoholic Beverages
Johor,2023-10-01,01,159.7,2023,10,Food & Non-Alcoholic Beverages
Johor,2023-11-01,01,159.2,2023,11,Food & Non-Alcoholic Beverages
Johor,2023-12-01,01,160.1,2023,12,Food & Non-Alcoholic Beverages
Johor,2024-01-01,01,160.9,2024,1,Food & Non-Alcoholic Beverages
Johor,2024-02-01,01,161.0,2024,2,Food & Non-Alcoholic Beverages
Johor,2024-03-01,01,160.7,2024,3,Food & Non-Alcoholic Beverages
Johor,2024-04-01,01,160.3,2024,4,Food & Non-Alcoholic Beverages
Johor,2024-05-01,01,161.0,2024,5,Food & Non-Alcoholic Beverages
Johor,2024-06-01,01,161.8,2024,6,Food & Non-Alcoholic Beverages
Johor,2024-07-01,01,161.5,2024,7,Food & Non-Alcoholic Beverages
Johor,2024-08-01,01,161.7,2024,8,Food & Non-Alcoholic Beverages
Johor,2024-09-01,01,162.0,2024,9,Food & Non-Alcoholic Beverages
Johor,2024-10-01,01,163.6,2024,10,Food & Non-Alcoholic Beverages
Johor,2024-11-01,01,163.8,2024,11,Food & Non-Alcoholic Beverages
Johor,2024-12-01,01,164.9,2024,12,Food & Non-Alcoholic Beverages
Johor,2025-01-01,01,165.1,2025,1,Food & Non-Alcoholic Beverages
Johor,2025-02-01,01,165.6,2025,2,Food & Non-Alcoholic Beverages
Johor,2025-03-01,01,165.3,2025,3,Food & Non-Alcoholic Beverages
Johor,2025-04-01,01,165.1,2025,4,Food & Non-Alcoholic Beverages
Johor,2025-05-01,01,164.8,2025,5,Food & Non-Alcoholic Beverages
Johor,2025-06-01,01,165.3,2025,6,Food & Non-Alcoholic Beverages
Johor,2025-07-01,01,164.9,2025,7,Food & Non-Alcoholic Beverages
Johor,2025-08-01,01,165.4,2025,8,Food & Non-Alcoholic Beverages
Johor,2025-09-01,01,165.5,2025,9,Food & Non-Alcoholic Beverages
Johor,2025-10-01,01,166.7,2025,10,Food & Non-Alcoholic Beverages
Johor,2025-11-01,01,167.0,2025,11,Food & Non-Alcoholic Beverages
Johor,2025-12-01,01,168.7,2025,12,Food & Non-Alcoholic Beverages
Johor,2026-01-01,01,169.2,2026,1,Food & Non-Alcoholic Beverages
Johor,2026-02-01,01,169.1,2026,2,Food & Non-Alcoholic Beverages
Johor,2026-03-01,01,168.5,2026,3,Food & Non-Alcoholic Beverages
Johor,2026-04-01,01,168.8,2026,4,Food & Non-Alcoholic Beverages
Johor,2010-01-01,02,98.3,2010,1,Alcoholic Beverages & Tobacco
Johor,2010-02-01,02,98.4,2010,2,Alcoholic Beverages & Tobacco
Johor,2010-03-01,02,98.4,2010,3,Alcoholic Beverages & Tobacco
Johor,2010-04-01,02,98.4,2010,4,Alcoholic Beverages & Tobacco
Johor,2010-05-01,02,98.4,2010,5,Alcoholic Beverages & Tobacco
Johor,2010-06-01,02,98.5,2010,6,Alcoholic Beverages & Tobacco
Johor,2010-07-01,02,98.5,2010,7,Alcoholic Beverages & Tobacco
Johor,2010-08-01,02,98.5,2010,8,Alcoholic Beverages & Tobacco
Johor,2010-09-01,02,98.5,2010,9,Alcoholic Beverages & Tobacco
Johor,2010-10-01,02,104.7,2010,10,Alcoholic Beverages & Tobacco
Johor,2010-11-01,02,104.7,2010,11,Alcoholic Beverages & Tobacco
Johor,2010-12-01,02,104.7,2010,12,Alcoholic Beverages & Tobacco
Johor,2011-01-01,02,104.8,2011,1,Alcoholic Beverages & Tobacco
Johor,2011-02-01,02,104.8,2011,2,Alcoholic Beverages & Tobacco
Johor,2011-03-01,02,104.8,2011,3,Alcoholic Beverages & Tobacco
Johor,2011-04-01,02,104.8,2011,4,Alcoholic Beverages & Tobacco
Johor,2011-05-01,02,104.8,2011,5,Alcoholic Beverages & Tobacco
Johor,2011-06-01,02,104.8,2011,6,Alcoholic Beverages & Tobacco
Johor,2011-07-01,02,104.8,2011,7,Alcoholic Beverages & Tobacco
Johor,2011-08-01,02,104.8,2011,8,Alcoholic Beverages & Tobacco
Johor,2011-09-01,02,104.9,2011,9,Alcoholic Beverages & Tobacco
Johor,2011-10-01,02,104.9,2011,10,Alcoholic Beverages & Tobacco
Johor,2011-11-01,02,104.9,2011,11,Alcoholic Beverages & Tobacco
Johor,2011-12-01,02,104.9,2011,12,Alcoholic Beverages & Tobacco
Johor,2012-01-01,02,104.9,2012,1,Alcoholic Beverages & Tobacco
Johor,2012-02-01,02,104.9,2012,2,Alcoholic Beverages & Tobacco
Johor,2012-03-01,02,105.0,2012,3,Alcoholic Beverages & Tobacco
Johor,2012-04-01,02,104.9,2012,4,Alcoholic Beverages & Tobacco
Johor,2012-05-01,02,105.0,2012,5,Alcoholic Beverages & Tobacco
Johor,2012-06-01,02,105.0,2012,6,Alcoholic Beverages & Tobacco
Johor,2012-07-01,02,105.0,2012,7,Alcoholic Beverages & Tobacco
Johor,2012-08-01,02,105.1,2012,8,Alcoholic Beverages & Tobacco
Johor,2012-09-01,02,105.2,2012,9,Alcoholic Beverages & Tobacco
Johor,2012-10-01,02,105.3,2012,10,Alcoholic Beverages & Tobacco
Johor,2012-11-01,02,107.0,2012,11,Alcoholic Beverages & Tobacco
Johor,2012-12-01,02,107.0,2012,12,Alcoholic Beverages & Tobacco
Johor,2013-01-01,02,107.1,2013,1,Alcoholic Beverages & Tobacco
Johor,2013-02-01,02,107.1,2013,2,Alcoholic Beverages & Tobacco
Johor,2013-03-01,02,107.1,2013,3,Alcoholic Beverages & Tobacco
Johor,2013-04-01,02,107.1,2013,4,Alcoholic Beverages & Tobacco
Johor,2013-05-01,02,107.2,2013,5,Alcoholic Beverages & Tobacco
Johor,2013-06-01,02,109.7,2013,6,Alcoholic Beverages & Tobacco
Johor,2013-07-01,02,109.7,2013,7,Alcoholic Beverages & Tobacco
Johor,2013-08-01,02,109.7,2013,8,Alcoholic Beverages & Tobacco
Johor,2013-09-01,02,110.2,2013,9,Alcoholic Beverages & Tobacco
Johor,2013-10-01,02,122.7,2013,10,Alcoholic Beverages & Tobacco
Johor,2013-11-01,02,122.7,2013,11,Alcoholic Beverages & Tobacco
Johor,2013-12-01,02,122.4,2013,12,Alcoholic Beverages & Tobacco
Johor,2014-01-01,02,122.8,2014,1,Alcoholic Beverages & Tobacco
Johor,2014-02-01,02,122.8,2014,2,Alcoholic Beverages & Tobacco
Johor,2014-03-01,02,122.8,2014,3,Alcoholic Beverages & Tobacco
Johor,2014-04-01,02,122.7,2014,4,Alcoholic Beverages & Tobacco
Johor,2014-05-01,02,122.7,2014,5,Alcoholic Beverages & Tobacco
Johor,2014-06-01,02,122.6,2014,6,Alcoholic Beverages & Tobacco
Johor,2014-07-01,02,122.7,2014,7,Alcoholic Beverages & Tobacco
Johor,2014-08-01,02,122.8,2014,8,Alcoholic Beverages & Tobacco
Johor,2014-09-01,02,126.9,2014,9,Alcoholic Beverages & Tobacco
Johor,2014-10-01,02,122.9,2014,10,Alcoholic Beverages & Tobacco
Johor,2014-11-01,02,135.9,2014,11,Alcoholic Beverages & Tobacco
Johor,2014-12-01,02,135.9,2014,12,Alcoholic Beverages & Tobacco
Johor,2015-01-01,02,136.1,2015,1,Alcoholic Beverages & Tobacco
Johor,2015-02-01,02,136.1,2015,2,Alcoholic Beverages & Tobacco
Johor,2015-03-01,02,136.1,2015,3,Alcoholic Beverages & Tobacco
Johor,2015-04-01,02,139.3,2015,4,Alcoholic Beverages & Tobacco
Johor,2015-05-01,02,137.0,2015,5,Alcoholic Beverages & Tobacco
Johor,2015-06-01,02,137.2,2015,6,Alcoholic Beverages & Tobacco
Johor,2015-07-01,02,139.6,2015,7,Alcoholic Beverages & Tobacco
Johor,2015-08-01,02,139.7,2015,8,Alcoholic Beverages & Tobacco
Johor,2015-09-01,02,139.7,2015,9,Alcoholic Beverages & Tobacco
Johor,2015-10-01,02,139.8,2015,10,Alcoholic Beverages & Tobacco
Johor,2015-11-01,02,164.8,2015,11,Alcoholic Beverages & Tobacco
Johor,2015-12-01,02,167.6,2015,12,Alcoholic Beverages & Tobacco
Johor,2016-01-01,02,167.5,2016,1,Alcoholic Beverages & Tobacco
Johor,2016-02-01,02,167.5,2016,2,Alcoholic Beverages & Tobacco
Johor,2016-03-01,02,167.6,2016,3,Alcoholic Beverages & Tobacco
Johor,2016-04-01,02,167.7,2016,4,Alcoholic Beverages & Tobacco
Johor,2016-05-01,02,167.7,2016,5,Alcoholic Beverages & Tobacco
Johor,2016-06-01,02,167.7,2016,6,Alcoholic Beverages & Tobacco
Johor,2016-07-01,02,167.8,2016,7,Alcoholic Beverages & Tobacco
Johor,2016-08-01,02,167.8,2016,8,Alcoholic Beverages & Tobacco
Johor,2016-09-01,02,167.8,2016,9,Alcoholic Beverages & Tobacco
Johor,2016-10-01,02,167.8,2016,10,Alcoholic Beverages & Tobacco
Johor,2016-11-01,02,167.9,2016,11,Alcoholic Beverages & Tobacco
Johor,2016-12-01,02,167.9,2016,12,Alcoholic Beverages & Tobacco
Johor,2017-01-01,02,167.9,2017,1,Alcoholic Beverages & Tobacco
Johor,2017-02-01,02,167.9,2017,2,Alcoholic Beverages & Tobacco
Johor,2017-03-01,02,167.9,2017,3,Alcoholic Beverages & Tobacco
Johor,2017-04-01,02,168.0,2017,4,Alcoholic Beverages & Tobacco
Johor,2017-05-01,02,168.1,2017,5,Alcoholic Beverages & Tobacco
Johor,2017-06-01,02,168.1,2017,6,Alcoholic Beverages & Tobacco
Johor,2017-07-01,02,168.1,2017,7,Alcoholic Beverages & Tobacco
Johor,2017-08-01,02,168.1,2017,8,Alcoholic Beverages & Tobacco
Johor,2017-09-01,02,168.1,2017,9,Alcoholic Beverages & Tobacco
Johor,2017-10-01,02,168.1,2017,10,Alcoholic Beverages & Tobacco
Johor,2017-11-01,02,168.0,2017,11,Alcoholic Beverages & Tobacco
Johor,2017-12-01,02,168.0,2017,12,Alcoholic Beverages & Tobacco
Johor,2018-01-01,02,168.0,2018,1,Alcoholic Beverages & Tobacco
Johor,2018-02-01,02,167.9,2018,2,Alcoholic Beverages & Tobacco
Johor,2018-03-01,02,167.9,2018,3,Alcoholic Beverages & Tobacco
Johor,2018-04-01,02,168.1,2018,4,Alcoholic Beverages & Tobacco
Johor,2018-05-01,02,168.2,2018,5,Alcoholic Beverages & Tobacco
Johor,2018-06-01,02,167.4,2018,6,Alcoholic Beverages & Tobacco
Johor,2018-07-01,02,167.2,2018,7,Alcoholic Beverages & Tobacco
Johor,2018-08-01,02,167.1,2018,8,Alcoholic Beverages & Tobacco
Johor,2018-09-01,02,167.0,2018,9,Alcoholic Beverages & Tobacco
Johor,2018-10-01,02,167.2,2018,10,Alcoholic Beverages & Tobacco
Johor,2018-11-01,02,170.5,2018,11,Alcoholic Beverages & Tobacco
Johor,2018-12-01,02,170.6,2018,12,Alcoholic Beverages & Tobacco
Johor,2019-01-01,02,170.7,2019,1,Alcoholic Beverages & Tobacco
Johor,2019-02-01,02,170.8,2019,2,Alcoholic Beverages & Tobacco
Johor,2019-03-01,02,170.9,2019,3,Alcoholic Beverages & Tobacco
Johor,2019-04-01,02,171.0,2019,4,Alcoholic Beverages & Tobacco
Johor,2019-05-01,02,171.0,2019,5,Alcoholic Beverages & Tobacco
Johor,2019-06-01,02,171.1,2019,6,Alcoholic Beverages & Tobacco
Johor,2019-07-01,02,171.3,2019,7,Alcoholic Beverages & Tobacco
Johor,2019-08-01,02,171.3,2019,8,Alcoholic Beverages & Tobacco
Johor,2019-09-01,02,171.3,2019,9,Alcoholic Beverages & Tobacco
Johor,2019-10-01,02,171.4,2019,10,Alcoholic Beverages & Tobacco
Johor,2019-11-01,02,171.6,2019,11,Alcoholic Beverages & Tobacco
Johor,2019-12-01,02,171.6,2019,12,Alcoholic Beverages & Tobacco
Johor,2020-01-01,02,171.6,2020,1,Alcoholic Beverages & Tobacco
Johor,2020-02-01,02,171.8,2020,2,Alcoholic Beverages & Tobacco
Johor,2020-03-01,02,171.7,2020,3,Alcoholic Beverages & Tobacco
Johor,2020-04-01,02,171.7,2020,4,Alcoholic Beverages & Tobacco
Johor,2020-05-01,02,171.8,2020,5,Alcoholic Beverages & Tobacco
Johor,2020-06-01,02,172.1,2020,6,Alcoholic Beverages & Tobacco
Johor,2020-07-01,02,172.1,2020,7,Alcoholic Beverages & Tobacco
Johor,2020-08-01,02,172.1,2020,8,Alcoholic Beverages & Tobacco
Johor,2020-09-01,02,172.1,2020,9,Alcoholic Beverages & Tobacco
Johor,2020-10-01,02,172.1,2020,10,Alcoholic Beverages & Tobacco
Johor,2020-11-01,02,172.1,2020,11,Alcoholic Beverages & Tobacco
Johor,2020-12-01,02,172.1,2020,12,Alcoholic Beverages & Tobacco
Johor,2021-01-01,02,172.1,2021,1,Alcoholic Beverages & Tobacco
Johor,2021-02-01,02,172.1,2021,2,Alcoholic Beverages & Tobacco
Johor,2021-03-01,02,172.3,2021,3,Alcoholic Beverages & Tobacco
Johor,2021-04-01,02,172.3,2021,4,Alcoholic Beverages & Tobacco
Johor,2021-05-01,02,172.5,2021,5,Alcoholic Beverages & Tobacco
Johor,2021-06-01,02,172.5,2021,6,Alcoholic Beverages & Tobacco
Johor,2021-07-01,02,172.5,2021,7,Alcoholic Beverages & Tobacco
Johor,2021-08-01,02,172.5,2021,8,Alcoholic Beverages & Tobacco
Johor,2021-09-01,02,172.5,2021,9,Alcoholic Beverages & Tobacco
Johor,2021-10-01,02,172.5,2021,10,Alcoholic Beverages & Tobacco
Johor,2021-11-01,02,172.7,2021,11,Alcoholic Beverages & Tobacco
Johor,2021-12-01,02,172.8,2021,12,Alcoholic Beverages & Tobacco
Johor,2022-01-01,02,172.8,2022,1,Alcoholic Beverages & Tobacco
Johor,2022-02-01,02,172.8,2022,2,Alcoholic Beverages & Tobacco
Johor,2022-03-01,02,173.0,2022,3,Alcoholic Beverages & Tobacco
Johor,2022-04-01,02,173.5,2022,4,Alcoholic Beverages & Tobacco
Johor,2022-05-01,02,173.6,2022,5,Alcoholic Beverages & Tobacco
Johor,2022-06-01,02,173.8,2022,6,Alcoholic Beverages & Tobacco
Johor,2022-07-01,02,173.8,2022,7,Alcoholic Beverages & Tobacco
Johor,2022-08-01,02,173.9,2022,8,Alcoholic Beverages & Tobacco
Johor,2022-09-01,02,174.0,2022,9,Alcoholic Beverages & Tobacco
Johor,2022-10-01,02,174.0,2022,10,Alcoholic Beverages & Tobacco
Johor,2022-11-01,02,174.3,2022,11,Alcoholic Beverages & Tobacco
Johor,2022-12-01,02,174.3,2022,12,Alcoholic Beverages & Tobacco
Johor,2023-01-01,02,174.3,2023,1,Alcoholic Beverages & Tobacco
Johor,2023-02-01,02,174.4,2023,2,Alcoholic Beverages & Tobacco
Johor,2023-03-01,02,174.5,2023,3,Alcoholic Beverages & Tobacco
Johor,2023-04-01,02,174.6,2023,4,Alcoholic Beverages & Tobacco
Johor,2023-05-01,02,174.6,2023,5,Alcoholic Beverages & Tobacco
Johor,2023-06-01,02,174.6,2023,6,Alcoholic Beverages & Tobacco
